Age,Height_cm,Weight_kg,BMI,Activity_Level,Sleep_Hours,Water_Intake_ml,Healthy_Food_Count,Junk_Food_Count,Target_Health_Score,Target_Status
36,140,60.6,30.9,Sitting,7,2250,4,1,65,Good
49,149,62.1,28.0,Moderate,8,3532,3,2,87,Optimal
31,177,96.7,30.9,Heavy,8,1210,1,1,79,Good
47,184,91.1,26.9,Heavy,4,1841,1,2,65,Good
32,189,87.1,24.4,Sitting,7,4208,5,1,90,Optimal
20,152,38.5,16.7,Moderate,9,2182,2,2,76,Good
21,177,77.4,24.7,Heavy,6,1425,3,2,86,Optimal
56,171,96.0,32.8,Moderate,6,3467,2,3,68,Good
37,186,110.2,31.9,Moderate,9,3164,5,1,90,Optimal
33,173,92.2,30.8,Sitting,7,3267,0,1,67,Good
34,173,65.0,21.7,Sitting,7,2969,3,3,76,Good
55,173,56.1,18.7,Light,5,2136,5,2,75,Good
64,169,60.3,21.1,Sitting,7,1620,4,1,78,Good
36,166,104.3,37.9,Moderate,7,3539,0,1,71,Good
36,192,110.9,30.1,Light,7,3369,1,0,85,Optimal
23,182,112.2,33.9,Moderate,8,2888,4,0,90,Optimal
27,193,97.0,26.0,Light,8,3156,2,2,83,Optimal
55,172,88.9,30.1,Moderate,4,4190,4,2,71,Good
18,156,62.3,25.6,Light,9,3992,2,2,84,Optimal
35,150,69.8,31.0,Light,6,4094,1,3,64,Good
64,181,108.1,33.0,Light,8,2447,1,1,66,Good
39,158,50.7,20.3,Sitting,7,2337,2,0,79,Good
18,185,102.0,29.8,Heavy,5,2265,2,1,72,Good
47,198,79.0,20.2,Light,4,1200,2,2,64,Good
19,163,53.1,20.0,Heavy,4,4111,2,3,79,Good
61,156,71.1,29.2,Light,7,1849,4,1,77,Good
38,191,116.9,32.0,Heavy,9,2612,4,1,93,Optimal
30,171,53.6,18.3,Light,9,4497,1,0,91,Optimal
60,150,43.2,19.2,Heavy,6,3614,1,0,100,Optimal
54,174,85.6,28.3,Heavy,6,2166,4,2,79,Good
22,181,114.1,34.8,Heavy,6,1285,3,3,62,Good
56,163,100.4,37.8,Moderate,9,2744,0,0,76,Good
41,200,109.6,27.4,Light,7,1974,1,2,69,Good
22,151,69.1,30.3,Heavy,5,4453,5,3,78,Good
32,190,72.3,20.0,Heavy,4,4387,2,1,89,Optimal
51,156,89.4,36.7,Heavy,5,3408,3,1,74,Good
21,147,42.2,19.5,Moderate,8,2793,4,3,93,Optimal
33,197,128.1,33.0,Moderate,9,1621,3,0,80,Optimal
20,193,93.2,25.0,Heavy,7,3859,4,0,100,Optimal
51,170,73.3,25.4,Sitting,4,3869,5,1,70,Good
59,168,101.0,35.8,Moderate,5,3366,4,1,72,Good
43,171,103.5,35.4,Moderate,8,2144,3,2,66,Good
32,186,72.7,21.0,Moderate,6,2702,1,1,92,Optimal
65,154,49.7,21.0,Moderate,9,3370,4,2,98,Optimal
56,153,61.7,26.4,Sitting,7,3649,2,0,82,Optimal
41,168,65.8,23.3,Moderate,9,2818,2,3,89,Optimal
50,167,93.7,33.6,Sitting,9,3911,2,0,72,Good
26,170,67.5,23.4,Sitting,7,3488,1,0,87,Optimal
23,175,108.2,35.3,Moderate,8,3920,1,1,77,Good
50,165,63.3,23.3,Sitting,9,1755,2,2,69,Good
65,184,111.2,32.8,Heavy,7,2433,0,2,69,Good
18,184,71.5,21.1,Moderate,4,2880,5,2,85,Optimal
47,150,44.2,19.6,Heavy,8,2658,0,0,100,Optimal
59,178,61.6,19.4,Moderate,7,2793,1,3,87,Optimal
43,148,28.6,13.1,Light,4,1241,4,0,65,Good
33,151,44.5,19.5,Sitting,8,2129,5,0,85,Optimal
32,176,111.8,36.1,Light,6,3760,3,0,75,Good
25,168,68.4,24.2,Sitting,7,3355,5,1,90,Optimal
48,195,118.9,31.3,Moderate,4,2585,3,3,62,Good
30,144,82.8,39.9,Moderate,7,3172,1,3,60,Good
18,155,46.1,19.2,Moderate,9,4337,3,2,96,Optimal
21,190,112.8,31.2,Light,6,2177,5,0,76,Good
18,186,84.2,24.3,Light,8,1033,0,3,70,Good
24,178,117.0,36.9,Sitting,8,3744,2,3,52,Moderate Risk
43,196,114.5,29.8,Heavy,4,2316,5,0,78,Good
33,157,58.0,23.5,Heavy,6,3029,4,1,100,Optimal
54,170,80.7,27.9,Moderate,4,1449,1,0,68,Good
25,168,89.2,31.6,Heavy,9,1138,2,0,85,Optimal
46,158,93.1,37.3,Sitting,8,2575,0,3,47,Moderate Risk
32,182,93.1,28.1,Moderate,5,1641,0,0,71,Good
58,163,97.9,36.8,Light,5,1907,4,3,46,Moderate Risk
31,156,40.8,16.8,Moderate,6,1803,5,1,82,Optimal
59,196,80.8,21.0,Heavy,7,1651,5,3,90,Optimal
46,164,67.9,25.2,Sitting,5,4316,0,0,70,Good
30,175,85.4,27.9,Heavy,5,2140,5,3,71,Good
50,198,125.4,32.0,Light,5,1832,2,2,54,Moderate Risk
42,164,86.9,32.3,Sitting,9,1193,3,3,51,Moderate Risk
36,187,92.8,26.5,Light,7,4016,3,1,89,Optimal
26,171,64.6,22.1,Moderate,5,2174,2,2,74,Good
47,190,73.0,20.2,Light,7,2112,1,0,87,Optimal
52,144,39.7,19.1,Moderate,9,1257,1,0,92,Optimal
35,179,98.9,30.9,Light,6,4194,3,3,68,Good
31,169,49.2,17.2,Sitting,6,2495,5,2,63,Good
44,200,105.9,26.5,Light,5,2317,4,0,76,Good
51,162,72.3,27.5,Moderate,9,2137,4,0,90,Optimal
22,164,44.4,16.5,Heavy,7,3238,2,1,96,Optimal
37,187,70.4,20.1,Heavy,5,4012,1,1,92,Optimal
21,144,25.6,12.3,Sitting,4,3181,4,3,48,Moderate Risk
31,156,79.5,32.7,Sitting,5,4030,4,3,52,Moderate Risk
36,200,130.8,32.7,Heavy,7,1490,3,1,80,Optimal
27,145,28.2,13.4,Moderate,7,3185,4,1,90,Optimal
36,147,73.4,34.0,Light,5,4169,5,2,67,Good
36,199,107.7,27.2,Moderate,6,2273,4,2,75,Good
30,187,116.0,33.2,Sitting,7,3664,3,1,69,Good
50,191,123.6,33.9,Heavy,6,3782,1,2,74,Good
42,168,58.9,20.9,Light,8,1622,0,3,70,Good
46,169,78.9,27.6,Moderate,8,3145,1,3,79,Good
35,181,87.9,26.8,Heavy,4,3408,4,3,76,Good
48,164,69.3,25.8,Sitting,4,4167,4,1,67,Good
47,171,59.8,20.5,Light,7,3730,2,0,99,Optimal
60,143,60.4,29.5,Heavy,7,2150,0,0,84,Optimal
34,170,77.0,26.6,Light,4,3737,0,2,63,Good
57,175,109.9,35.9,Sitting,5,1033,3,3,35,High Risk
32,190,117.8,32.6,Heavy,5,2042,3,3,60,Good
63,185,67.7,19.8,Moderate,6,4172,5,0,100,Optimal
50,175,80.6,26.3,Heavy,4,3638,0,0,84,Optimal
39,158,78.5,31.4,Heavy,8,3522,5,2,91,Optimal
39,199,111.2,28.1,Sitting,5,3553,5,0,76,Good
48,151,82.1,36.0,Heavy,5,1263,4,3,57,Moderate Risk
25,145,32.7,15.6,Moderate,9,2884,2,0,94,Optimal
57,196,93.0,24.2,Heavy,9,1990,5,2,95,Optimal
18,143,38.7,18.9,Sitting,8,1705,2,0,79,Good
36,148,37.4,17.1,Heavy,9,1144,1,2,80,Optimal
59,167,75.3,27.0,Heavy,9,2968,0,3,82,Optimal
24,166,55.1,20.0,Moderate,4,3782,2,2,79,Good
62,168,100.8,35.7,Moderate,9,3093,2,1,78,Good
62,148,50.8,23.2,Sitting,7,3712,1,2,77,Good
41,162,67.5,25.7,Moderate,5,1695,4,2,72,Good
33,176,110.9,35.8,Heavy,5,1420,5,0,74,Good
36,189,84.5,23.7,Light,9,1230,1,3,72,Good
38,171,101.6,34.7,Heavy,5,2801,1,2,68,Good
51,164,78.5,29.2,Moderate,7,4482,3,3,80,Optimal
58,157,66.5,27.0,Sitting,6,2927,4,0,80,Optimal
29,157,82.3,33.4,Sitting,6,2135,2,0,57,Moderate Risk
35,161,62.3,24.0,Heavy,9,1453,0,0,95,Optimal
61,182,97.3,29.4,Light,4,3270,0,1,64,Good
39,148,57.4,26.2,Light,6,3350,3,2,80,Optimal
44,160,47.0,18.4,Light,6,2837,5,2,85,Optimal
48,174,94.6,31.2,Light,5,4127,3,3,62,Good
55,182,74.0,22.3,Moderate,4,1262,5,2,75,Good
35,176,57.0,18.4,Moderate,8,3818,3,3,86,Optimal
60,187,79.5,22.7,Heavy,9,1939,3,3,86,Optimal
30,190,123.0,34.1,Heavy,4,4464,3,2,68,Good
55,148,69.9,31.9,Light,4,3226,2,0,69,Good
24,189,97.9,27.4,Light,9,2813,2,2,81,Optimal
54,190,72.8,20.2,Moderate,5,2096,0,0,80,Optimal
23,153,56.4,24.1,Heavy,9,2918,4,0,100,Optimal
27,158,69.8,28.0,Light,4,3340,4,2,69,Good
25,164,83.1,30.9,Moderate,5,3534,5,3,72,Good
37,196,117.5,30.6,Heavy,8,3332,3,1,93,Optimal
20,192,116.1,31.5,Heavy,8,4299,0,3,76,Good
37,184,108.7,32.1,Light,6,2109,2,1,64,Good
50,142,52.3,25.9,Sitting,4,3634,0,2,54,Moderate Risk
29,169,65.5,22.9,Heavy,5,3894,5,2,95,Optimal
55,154,91.8,38.7,Moderate,9,3535,4,2,73,Good
44,161,65.9,25.4,Heavy,7,4227,3,2,96,Optimal
40,177,101.2,32.3,Sitting,8,2943,0,0,70,Good
42,193,81.6,21.9,Heavy,4,3203,1,3,77,Good
35,169,107.1,37.5,Heavy,9,2149,4,2,70,Good
41,174,92.8,30.7,Heavy,5,1601,3,3,63,Good
44,175,63.8,20.8,Sitting,8,2924,0,3,70,Good
24,163,75.1,28.3,Light,8,1362,2,1,75,Good
42,164,63.0,23.4,Moderate,8,3725,0,2,90,Optimal
53,141,36.6,18.4,Heavy,4,4458,2,0,89,Optimal
55,150,55.8,24.8,Sitting,9,1892,4,0,83,Optimal
19,180,80.0,24.7,Moderate,4,2458,1,1,72,Good
37,171,104.7,35.8,Heavy,6,2940,2,1,78,Good
46,178,104.5,33.0,Light,7,1051,2,0,72,Good
18,194,129.2,34.3,Moderate,4,4453,5,2,67,Good
51,170,73.7,25.5,Light,9,4393,1,0,92,Optimal
45,153,57.1,24.4,Sitting,9,1452,4,3,68,Good
22,188,118.0,33.4,Sitting,9,1517,3,3,49,Moderate Risk
34,151,61.1,26.8,Sitting,5,1035,2,1,57,Moderate Risk
35,167,105.9,38.0,Moderate,7,3349,3,1,77,Good
18,144,27.4,13.2,Heavy,6,1486,0,0,77,Good
50,175,68.4,22.3,Moderate,9,2742,4,1,100,Optimal
62,199,134.5,34.0,Moderate,8,2336,3,1,73,Good
48,168,79.3,28.1,Moderate,4,1181,2,0,70,Good
65,195,93.2,24.5,Moderate,9,2913,5,0,100,Optimal
35,177,92.8,29.6,Heavy,5,3606,2,0,88,Optimal
55,157,85.4,34.6,Heavy,6,2266,5,0,81,Optimal
43,167,89.8,32.2,Light,7,2697,3,2,76,Good
43,143,38.0,18.6,Sitting,8,3886,3,3,76,Good
63,171,64.9,22.2,Light,9,4156,1,2,87,Optimal
21,184,120.1,35.5,Sitting,8,3168,4,0,73,Good
36,142,31.7,15.7,Sitting,7,3363,4,2,74,Good
51,167,92.8,33.3,Moderate,4,3156,5,2,68,Good
37,173,103.3,34.5,Heavy,8,1519,0,3,61,Good
40,172,65.7,22.2,Moderate,7,2700,5,1,100,Optimal
40,199,126.3,31.9,Sitting,5,3395,1,2,52,Moderate Risk
58,146,61.7,28.9,Moderate,4,4259,0,1,70,Good
51,155,77.1,32.1,Light,4,2663,2,3,54,Moderate Risk
41,198,134.9,34.4,Moderate,8,2892,3,0,87,Optimal
36,144,62.7,30.2,Sitting,6,3737,1,3,55,Moderate Risk
32,166,63.5,23.0,Heavy,5,4413,4,3,88,Optimal
51,150,78.7,35.0,Heavy,4,4337,3,2,66,Good
31,157,94.0,38.1,Light,4,2142,2,1,45,Moderate Risk
40,194,123.0,32.7,Light,8,1780,0,3,54,Moderate Risk
63,172,84.0,28.4,Heavy,7,3309,5,2,95,Optimal
61,186,93.7,27.1,Heavy,7,3677,2,1,96,Optimal
18,162,71.4,27.2,Heavy,7,4060,2,1,96,Optimal
49,167,48.5,17.4,Light,6,4449,5,0,93,Optimal
41,174,99.4,32.8,Moderate,8,1108,5,0,84,Optimal
20,148,47.3,21.6,Heavy,4,3137,0,2,80,Optimal
20,160,58.7,22.9,Light,7,1822,5,1,90,Optimal
27,159,61.1,24.2,Moderate,4,4133,3,0,91,Optimal
21,169,59.7,20.9,Moderate,4,3434,3,0,91,Optimal
39,151,50.0,21.9,Sitting,8,2064,2,2,69,Good
22,149,58.2,26.2,Moderate,9,1923,5,2,84,Optimal
20,154,88.3,37.2,Heavy,8,1222,5,0,82,Optimal
22,151,65.9,28.9,Moderate,8,3390,1,1,87,Optimal
44,199,110.2,27.8,Heavy,8,4081,0,2,86,Optimal
60,162,65.9,25.1,Moderate,7,1592,2,1,84,Optimal
25,144,49.1,23.7,Light,7,1981,1,0,87,Optimal
35,179,95.6,29.8,Light,9,2625,3,2,79,Good
24,159,49.1,19.4,Sitting,9,3922,3,1,86,Optimal
23,159,97.2,38.4,Light,7,2712,5,1,75,Good
24,182,92.1,27.8,Sitting,8,3985,5,3,71,Good
21,152,72.8,31.5,Light,4,4380,2,2,60,Good
49,172,84.4,28.5,Moderate,8,1713,4,2,78,Good
60,170,95.3,33.0,Light,7,1009,0,0,68,Good
47,157,79.7,32.3,Moderate,5,1849,0,3,50,Moderate Risk
55,159,87.4,34.6,Moderate,7,1320,5,1,76,Good
64,187,70.1,20.0,Sitting,7,2055,4,3,68,Good
63,170,108.7,37.6,Light,8,2800,1,2,64,Good
52,155,57.9,24.1,Moderate,4,3655,2,2,79,Good
32,149,32.9,14.8,Moderate,7,2200,3,2,75,Good
30,154,44.3,18.7,Light,4,1917,1,1,67,Good
21,148,63.6,29.0,Sitting,5,2242,2,0,58,Moderate Risk
51,142,76.6,38.0,Light,5,3814,0,1,56,Moderate Risk
18,167,96.5,34.6,Sitting,8,2520,1,1,63,Good
52,146,56.0,26.3,Sitting,6,1661,0,2,54,Moderate Risk
47,158,96.2,38.5,Sitting,4,3210,5,3,40,Moderate Risk
57,186,66.7,19.3,Sitting,7,1076,0,3,60,Good
48,182,105.1,31.7,Sitting,9,2943,4,0,78,Good
64,183,79.7,23.8,Sitting,4,3385,1,1,67,Good
27,162,87.5,33.3,Heavy,6,3661,2,1,82,Optimal
56,165,56.9,20.9,Light,5,1561,5,3,70,Good
63,156,70.4,28.9,Light,6,1384,0,0,70,Good
56,157,63.9,25.9,Moderate,5,4146,1,3,71,Good
25,180,93.8,29.0,Heavy,8,3064,0,3,80,Optimal
20,140,77.0,39.3,Light,4,1008,0,0,44,Moderate Risk
63,179,113.1,35.3,Heavy,4,1117,4,1,63,Good
42,188,105.5,29.8,Light,8,1919,0,1,68,Good
33,175,74.9,24.5,Moderate,8,4273,1,3,87,Optimal
44,183,103.3,30.8,Moderate,8,1142,3,0,83,Optimal
52,160,87.6,34.2,Moderate,5,1938,1,1,59,Moderate Risk
37,178,113.8,35.9,Light,5,1829,0,3,39,High Risk
27,176,86.1,27.8,Sitting,9,1751,3,2,62,Good
26,151,55.5,24.3,Moderate,6,3479,1,2,87,Optimal
37,191,85.5,23.4,Moderate,6,1836,5,2,85,Optimal
21,143,45.9,22.4,Heavy,9,1578,2,1,94,Optimal
25,198,120.8,30.8,Heavy,6,3236,2,1,86,Optimal
23,183,113.8,34.0,Moderate,8,1141,0,0,72,Good
43,177,81.2,25.9,Sitting,9,1597,2,2,63,Good
61,192,109.3,29.6,Light,8,3106,3,2,80,Optimal
49,193,125.3,33.6,Heavy,8,3491,1,1,85,Optimal
40,182,79.8,24.1,Moderate,8,3714,5,0,100,Optimal
52,196,87.1,22.7,Light,4,2276,2,0,74,Good
51,148,61.1,27.9,Sitting,5,4199,5,2,66,Good
30,159,48.5,19.2,Sitting,4,2986,0,0,70,Good
29,147,70.5,32.6,Light,7,1191,0,3,54,Moderate Risk
23,176,83.2,26.9,Light,9,2290,4,0,86,Optimal
63,163,60.1,22.6,Sitting,5,2270,5,1,70,Good
20,171,84.2,28.8,Sitting,9,1200,2,0,69,Good
41,172,73.1,24.7,Moderate,6,1026,1,2,77,Good
64,175,101.0,33.0,Sitting,7,1799,3,0,64,Good
46,169,62.4,21.8,Moderate,9,4199,1,3,87,Optimal
36,187,73.8,21.1,Heavy,5,3759,1,1,92,Optimal
63,173,62.9,21.0,Light,9,1535,5,2,85,Optimal
59,165,69.8,25.6,Light,8,3697,3,2,86,Optimal
30,182,93.0,28.1,Moderate,6,2517,0,3,71,Good
60,192,81.1,22.0,Light,7,3950,2,1,94,Optimal
22,142,43.2,21.4,Light,7,1163,1,1,82,Optimal
28,155,62.6,26.1,Sitting,9,2542,4,2,77,Good
21,183,83.7,25.0,Heavy,5,4349,5,1,100,Optimal
31,188,112.1,31.7,Moderate,9,2654,3,0,91,Optimal
20,178,113.1,35.7,Heavy,8,1919,0,3,59,Moderate Risk
47,150,55.5,24.7,Sitting,7,1866,4,2,73,Good
26,144,81.3,39.2,Heavy,7,3505,2,2,73,Good
64,193,121.6,32.6,Heavy,8,3864,2,3,78,Good
26,165,93.1,34.2,Light,5,3126,2,3,56,Moderate Risk
63,190,102.4,28.4,Moderate,5,1805,3,3,61,Good
18,140,79.5,40.6,Light,9,2822,3,2,63,Good
45,179,85.8,26.8,Sitting,4,4452,5,0,73,Good
20,184,113.7,33.6,Moderate,8,4100,5,0,93,Optimal
54,156,71.7,29.5,Sitting,8,1842,1,2,56,Moderate Risk
64,168,101.5,36.0,Moderate,5,2850,0,0,69,Good
18,166,94.6,34.3,Sitting,9,2617,5,2,67,Good
49,143,65.2,31.9,Moderate,9,3179,5,1,90,Optimal
48,193,84.9,22.8,Light,9,3084,1,3,82,Optimal
45,196,98.6,25.7,Heavy,6,4327,0,1,89,Optimal
25,180,70.3,21.7,Heavy,6,1931,5,2,90,Optimal
57,197,107.5,27.7,Sitting,8,2670,0,1,71,Good
48,191,94.0,25.8,Sitting,9,2704,1,2,71,Good
21,176,109.4,35.3,Sitting,7,4459,0,1,60,Good
57,157,50.4,20.4,Sitting,7,2818,1,1,82,Optimal
20,149,36.2,16.3,Heavy,7,3232,5,0,100,Optimal
65,141,58.6,29.5,Moderate,7,1398,2,3,68,Good
27,198,93.2,23.8,Moderate,5,3248,0,0,90,Optimal
62,169,97.1,34.0,Heavy,7,1438,2,2,71,Good
56,190,82.0,22.7,Light,5,4309,5,1,90,Optimal
38,170,68.0,23.5,Sitting,8,3856,1,2,77,Good
32,154,74.7,31.5,Sitting,5,2580,4,1,64,Good
21,182,90.2,27.2,Heavy,5,1239,0,1,72,Good
34,173,69.7,23.3,Moderate,9,4079,3,1,100,Optimal
48,144,54.7,26.4,Light,9,2668,5,0,98,Optimal
54,145,74.6,35.5,Sitting,7,4298,3,3,56,Moderate Risk
18,164,96.3,35.8,Light,5,2798,0,2,54,Moderate Risk
54,159,60.9,24.1,Moderate,8,2566,1,2,92,Optimal
50,142,38.7,19.2,Sitting,7,2805,2,2,79,Good
27,158,51.4,20.6,Light,4,4421,5,0,90,Optimal
42,147,64.3,29.8,Sitting,4,2230,5,3,43,Moderate Risk
51,190,88.7,24.6,Light,9,3002,1,3,82,Optimal
25,178,94.0,29.7,Moderate,4,4373,3,3,64,Good
61,181,109.5,33.4,Light,4,2721,4,1,66,Good
50,178,91.1,28.8,Sitting,5,2674,2,0,69,Good
39,170,76.4,26.4,Heavy,6,1995,3,0,89,Optimal
62,169,84.7,29.7,Heavy,8,1253,1,1,80,Optimal
40,184,91.1,26.9,Sitting,5,2110,3,1,59,Moderate Risk
28,150,58.3,25.9,Heavy,5,3948,2,2,83,Optimal
23,200,93.4,23.4,Moderate,6,3957,4,2,93,Optimal
31,187,103.5,29.6,Sitting,9,1462,1,3,51,Moderate Risk
56,160,96.4,37.7,Sitting,9,2357,3,2,47,Moderate Risk
32,197,109.2,28.1,Moderate,7,2983,5,1,96,Optimal
42,192,106.5,28.9,Moderate,4,1069,2,3,54,Moderate Risk
49,141,74.0,37.2,Light,4,1460,2,3,36,High Risk
22,176,110.7,35.7,Moderate,6,2719,2,3,63,Good
25,166,87.7,31.8,Moderate,9,1703,5,0,85,Optimal
36,166,64.7,23.5,Light,7,1027,4,1,88,Optimal
62,182,76.9,23.2,Moderate,6,3114,2,0,99,Optimal
47,189,108.0,30.2,Moderate,5,2934,1,0,80,Optimal
32,196,106.1,27.6,Heavy,6,3002,2,1,91,Optimal
53,140,62.8,32.0,Moderate,7,1933,0,1,70,Good
36,159,72.0,28.5,Moderate,5,2686,2,3,69,Good
39,188,125.5,35.5,Light,4,2324,2,0,54,Moderate Risk
40,186,109.6,31.7,Sitting,6,1338,2,1,54,Moderate Risk
29,152,60.4,26.1,Sitting,8,2098,2,0,73,Good
30,187,85.9,24.6,Light,9,3465,5,0,100,Optimal
33,196,82.3,21.4,Sitting,8,3017,1,2,77,Good
54,187,123.5,35.3,Heavy,4,1805,5,0,70,Good
63,156,93.5,38.4,Light,8,1441,2,3,49,Moderate Risk
36,189,78.3,21.9,Sitting,4,2583,0,2,60,Good
23,157,45.9,18.6,Light,4,3604,0,2,70,Good
23,158,46.8,18.7,Moderate,4,3237,1,0,87,Optimal
62,162,58.0,22.1,Heavy,6,1702,1,2,82,Optimal
24,184,107.9,31.9,Sitting,9,3986,3,1,71,Good
25,141,79.2,39.8,Moderate,9,4420,1,2,65,Good
18,142,33.5,16.6,Heavy,5,3724,3,1,88,Optimal
48,147,63.7,29.5,Heavy,8,1725,4,2,82,Optimal
35,147,39.0,18.0,Heavy,4,4378,4,0,92,Optimal
57,160,50.7,19.8,Moderate,9,3046,2,0,100,Optimal
41,182,91.7,27.7,Moderate,6,3220,2,3,75,Good
50,172,98.3,33.2,Light,4,4186,0,3,48,Moderate Risk
38,152,91.1,39.4,Moderate,5,1321,5,1,59,Moderate Risk
43,177,59.3,18.9,Heavy,7,2536,5,3,100,Optimal
60,140,54.4,27.8,Heavy,9,1500,4,3,79,Good
54,175,108.1,35.3,Sitting,9,2688,4,1,68,Good
60,157,87.8,35.6,Heavy,4,3379,1,1,67,Good
65,156,46.7,19.2,Light,9,1685,0,1,80,Optimal
63,155,49.2,20.5,Light,7,1656,2,0,89,Optimal
52,172,101.9,34.4,Moderate,7,3290,3,0,87,Optimal
58,180,62.5,19.3,Light,9,1135,4,0,93,Optimal
49,178,65.9,20.8,Heavy,8,1657,2,3,84,Optimal
52,196,117.3,30.5,Sitting,4,2311,3,2,43,Moderate Risk
18,143,64.1,31.3,Heavy,9,2335,3,3,72,Good
20,197,118.8,30.6,Heavy,8,1519,5,1,87,Optimal
53,140,39.6,20.2,Light,8,1950,4,1,88,Optimal
49,140,66.6,34.0,Sitting,5,4201,0,2,47,Moderate Risk
45,144,81.5,39.3,Moderate,7,3392,0,2,64,Good
65,193,130.5,35.0,Moderate,6,3758,5,0,86,Optimal
34,158,93.1,37.3,Heavy,8,2371,1,2,64,Good
49,189,104.5,29.3,Heavy,8,1271,0,3,69,Good
37,194,75.1,20.0,Moderate,5,1928,2,0,84,Optimal
47,197,122.0,31.4,Sitting,8,2805,3,0,77,Good
43,163,97.1,36.5,Light,4,2295,5,1,53,Moderate Risk
63,144,35.5,17.1,Moderate,8,1536,5,3,78,Good
19,197,78.6,20.3,Moderate,6,2363,3,2,81,Optimal
28,157,89.8,36.4,Heavy,6,4097,1,0,80,Optimal
40,162,46.1,17.6,Light,9,3558,5,1,93,Optimal
43,188,79.0,22.4,Light,7,3525,3,2,91,Optimal
56,193,97.1,26.1,Moderate,6,2915,3,2,85,Optimal
20,171,103.1,35.3,Heavy,7,1402,5,1,80,Optimal
51,189,91.9,25.7,Heavy,7,3224,1,3,86,Optimal
61,144,29.7,14.3,Heavy,7,2373,2,2,77,Good
30,144,72.0,34.7,Sitting,7,1929,1,3,43,Moderate Risk
53,162,91.8,35.0,Sitting,4,4185,5,3,46,Moderate Risk
24,145,61.5,29.3,Sitting,5,3481,2,3,53,Moderate Risk
42,186,112.5,32.5,Light,5,1518,1,0,61,Good
30,193,127.7,34.3,Moderate,5,4481,2,1,71,Good
22,153,69.0,29.5,Moderate,5,3477,2,0,83,Optimal
22,163,90.9,34.2,Light,7,2557,3,0,83,Optimal
19,198,131.5,33.5,Sitting,7,1459,5,1,63,Good
43,177,59.1,18.9,Heavy,6,4466,1,0,100,Optimal
32,195,87.2,22.9,Moderate,4,2397,4,1,78,Good
24,193,89.5,24.0,Heavy,9,1798,1,1,92,Optimal
63,164,90.6,33.7,Moderate,7,3922,5,3,77,Good
21,167,73.9,26.5,Light,7,3770,5,3,83,Optimal
44,200,97.0,24.2,Heavy,4,4073,4,3,83,Optimal
62,151,51.7,22.7,Light,6,1065,2,1,79,Good
26,185,68.7,20.1,Sitting,9,2054,1,3,62,Good
53,154,82.4,34.7,Moderate,4,1357,0,1,51,Moderate Risk
30,146,48.5,22.8,Sitting,4,2518,1,2,62,Good
41,191,125.7,34.5,Heavy,4,1361,5,1,66,Good
43,175,66.1,21.6,Sitting,8,1632,2,3,64,Good
65,184,113.4,33.5,Heavy,7,2305,3,2,74,Good
36,168,66.1,23.4,Sitting,7,1570,3,3,66,Good
29,173,98.0,32.7,Heavy,8,3194,0,2,79,Good
61,171,93.9,32.1,Heavy,4,1034,0,3,50,Moderate Risk
48,154,53.7,22.6,Light,6,3750,0,1,85,Optimal
64,161,57.1,22.0,Moderate,6,2259,2,3,74,Good
54,153,33.0,14.1,Sitting,5,1150,5,3,48,Moderate Risk
24,143,67.0,32.8,Light,6,1676,3,0,70,Good
63,198,98.1,25.0,Sitting,4,2046,2,1,59,Moderate Risk
61,158,40.5,16.2,Light,4,2404,0,1,56,Moderate Risk
39,156,93.2,38.3,Sitting,6,1294,0,0,46,Moderate Risk
28,142,60.2,29.9,Light,6,1910,3,1,69,Good
34,151,59.7,26.2,Light,6,1543,0,2,64,Good
40,152,38.7,16.8,Sitting,8,2166,2,1,66,Good
64,144,62.8,30.3,Light,6,2062,0,0,68,Good
53,181,68.5,20.9,Sitting,9,1713,5,2,75,Good
54,167,65.0,23.3,Moderate,6,2488,4,2,83,Optimal
20,162,62.9,24.0,Heavy,5,2119,2,0,89,Optimal
34,173,93.5,31.2,Moderate,6,3824,5,3,76,Good
64,186,107.7,31.1,Moderate,5,1417,2,3,55,Moderate Risk
40,148,64.3,29.4,Light,5,4342,0,2,64,Good
56,161,42.8,16.5,Moderate,7,1418,3,3,73,Good
22,172,88.0,29.7,Sitting,5,4341,0,0,63,Good
45,160,95.3,37.2,Heavy,9,1225,4,1,75,Good
59,152,64.1,27.7,Light,6,3008,4,3,74,Good
22,140,57.0,29.1,Heavy,8,3211,3,1,95,Optimal
31,191,110.0,30.2,Sitting,9,2862,4,3,66,Good
32,199,134.0,33.8,Moderate,6,1157,4,2,65,Good
51,200,118.0,29.5,Heavy,8,2423,0,1,79,Good
51,167,72.2,25.9,Light,8,3589,3,0,95,Optimal
27,158,65.4,26.2,Sitting,8,4071,3,2,75,Good
29,145,38.3,18.2,Heavy,8,2655,2,3,88,Optimal
53,151,53.2,23.3,Sitting,5,3266,2,0,79,Good
18,175,108.8,35.5,Sitting,7,2475,0,3,40,Moderate Risk
39,160,63.6,24.8,Light,7,4103,1,2,87,Optimal
25,188,74.6,21.1,Moderate,6,1559,4,3,78,Good
45,170,59.6,20.6,Sitting,6,1093,5,0,80,Optimal
31,173,85.1,28.4,Heavy,4,4452,3,2,76,Good
33,166,84.8,30.8,Light,7,1395,3,1,73,Good
50,192,74.9,20.3,Heavy,7,1015,4,3,88,Optimal
